ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6248188,F,N,Y,0,189000.0,Working,Higher education,Married,House / apartment,-20434,-684,1,0,0,0,Cooking staff,2.0
6248189,F,N,Y,0,189000.0,Working,Higher education,Married,House / apartment,-20434,-684,1,0,0,0,Cooking staff,2.0
6248201,M,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16832,-1719,1,0,0,0,Laborers,2.0
6248202,M,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16832,-1719,1,0,0,0,Laborers,2.0
6248203,M,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16832,-1719,1,0,0,0,Laborers,2.0
6248204,M,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16832,-1719,1,0,0,0,Laborers,2.0
6248205,M,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16832,-1719,1,0,0,0,Laborers,2.0
6248208,M,N,Y,2,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8172,-773,1,1,1,1,Laborers,4.0
6248211,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9894,-1518,1,1,1,0,Cooking staff,2.0
6248220,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16659,-5873,1,0,0,0,Laborers,2.0
6248221,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16659,-5873,1,0,0,0,Laborers,2.0
6248222,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16659,-5873,1,0,0,0,Laborers,2.0
6248223,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16659,-5873,1,0,0,0,Laborers,2.0
6248224,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-16659,-5873,1,0,0,0,Laborers,2.0
6248225,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20527,365243,1,0,0,0,,2.0
6248237,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248238,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248239,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248240,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248241,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248242,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248243,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248244,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16489,-3559,1,0,0,0,Laborers,3.0
6248268,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248269,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248270,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248271,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248272,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248273,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248274,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248275,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248276,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248277,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248278,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11878,-1641,1,1,1,0,Cooking staff,4.0
6248279,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12054,-2706,1,0,0,1,Sales staff,2.0
6248280,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12054,-2706,1,0,0,1,Sales staff,2.0
6248294,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14945,-1763,1,0,0,0,Sales staff,3.0
6248295,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14945,-1763,1,0,0,0,Sales staff,3.0
6248296,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14945,-1763,1,0,0,0,Sales staff,3.0
6248317,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23415,365243,1,0,0,0,,1.0
6248321,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21542,365243,1,0,0,0,,2.0
6248322,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21542,365243,1,0,0,0,,2.0
6248323,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21542,365243,1,0,0,0,,2.0
6248324,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21542,365243,1,0,0,0,,2.0
6248326,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16086,-1549,1,0,0,0,,2.0
6248327,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16086,-1549,1,0,0,0,,2.0
6248328,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16086,-1549,1,0,0,0,,2.0
6248329,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16086,-1549,1,0,0,0,,2.0
6248330,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248331,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248332,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248333,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248334,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248335,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248336,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248337,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248338,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9944,-29,1,0,0,0,Medicine staff,3.0
6248354,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-17643,-302,1,0,0,0,Drivers,2.0
6248355,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-17643,-302,1,0,0,0,Drivers,2.0
6248356,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-17643,-302,1,0,0,0,Drivers,2.0
6248357,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23249,365243,1,0,0,0,,2.0
6248358,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23249,365243,1,0,0,0,,2.0
6248359,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23249,365243,1,0,0,0,,2.0
6248360,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23249,365243,1,0,0,0,,2.0
6248361,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23249,365243,1,0,0,0,,2.0
6248362,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23249,365243,1,0,0,0,,2.0
6248369,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21152,-2220,1,0,0,1,,2.0
6248370,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21152,-2220,1,0,0,1,,2.0
6248371,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21152,-2220,1,0,0,1,,2.0
6248394,M,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9001,-637,1,0,0,1,Medicine staff,1.0
6248395,M,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9001,-637,1,0,0,1,Medicine staff,1.0
6248396,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,-11005,-1245,1,0,0,1,Sales staff,4.0
6248404,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9199,-1398,1,0,0,0,Laborers,2.0
6248405,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9199,-1398,1,0,0,0,Laborers,2.0
6248406,M,N,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21851,365243,1,0,0,0,,2.0
6248407,F,N,N,0,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-16420,-3224,1,1,0,0,Core staff,2.0
6248417,F,N,Y,1,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15200,-545,1,0,0,0,,3.0
6248418,F,N,Y,1,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15200,-545,1,0,0,0,,3.0
6248419,F,N,Y,1,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15200,-545,1,0,0,0,,3.0
6248420,F,N,Y,1,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15200,-545,1,0,0,0,,3.0
6248421,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23284,365243,1,0,0,0,,2.0
6248422,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23284,365243,1,0,0,0,,2.0
6248423,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-10028,-2006,1,0,0,0,Laborers,2.0
6248424,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13330,-1610,1,0,0,0,Laborers,1.0
6248425,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13330,-1610,1,0,0,0,Laborers,1.0
6248426,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13330,-1610,1,0,0,0,Laborers,1.0
6248427,F,Y,N,0,225000.0,Working,Higher education,Married,Municipal apartment,-13608,-394,1,0,0,0,Core staff,2.0
6248428,F,Y,N,0,225000.0,Working,Higher education,Married,Municipal apartment,-13608,-394,1,0,0,0,Core staff,2.0
6248429,F,Y,N,0,225000.0,Working,Higher education,Married,Municipal apartment,-13608,-394,1,0,0,0,Core staff,2.0
6248430,F,Y,N,0,225000.0,Working,Higher education,Married,Municipal apartment,-13608,-394,1,0,0,0,Core staff,2.0
6248431,F,Y,Y,0,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10679,-2676,1,0,0,1,Sales staff,2.0
6248432,F,Y,Y,0,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10679,-2676,1,0,0,1,Sales staff,2.0
6248433,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23432,365243,1,0,0,0,,2.0
6248434,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23432,365243,1,0,0,0,,2.0
6248438,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-18249,-1002,1,0,0,0,Medicine staff,2.0
6248439,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-18249,-1002,1,0,0,0,Medicine staff,2.0
6248440,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-18249,-1002,1,0,0,0,Medicine staff,2.0
6248441,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248442,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248443,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248444,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248445,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248446,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248447,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12524,-453,1,0,0,0,,2.0
6248449,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17584,-6937,1,1,1,0,Cleaning staff,2.0
6248450,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17584,-6937,1,1,1,0,Cleaning staff,2.0
6248451,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17584,-6937,1,1,1,0,Cleaning staff,2.0
6248453,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17584,-6937,1,1,1,0,Cleaning staff,2.0
6248454,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17584,-6937,1,1,1,0,Cleaning staff,2.0
6248456,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19948,-5050,1,0,0,0,Cleaning staff,2.0
6248457,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19948,-5050,1,0,0,0,Cleaning staff,2.0
6248464,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-21453,-5354,1,0,0,0,Managers,2.0
6248465,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-21453,-5354,1,0,0,0,Managers,2.0
6248466,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-21453,-5354,1,0,0,0,Managers,2.0
6248467,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-21453,-5354,1,0,0,0,Managers,2.0
6248468,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-21453,-5354,1,0,0,0,Managers,2.0
6248469,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-21453,-5354,1,0,0,0,Managers,2.0
6248470,F,N,Y,3,135000.0,Commercial associate,Higher education,Married,House / apartment,-13038,-2128,1,0,0,0,Sales staff,5.0
6248475,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19411,-10529,1,0,0,0,Laborers,2.0
6248476,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19411,-10529,1,0,0,0,Laborers,2.0
6248477,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19411,-10529,1,0,0,0,Laborers,2.0
6248480,M,Y,Y,1,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21379,365243,1,0,0,0,,3.0
6248484,F,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-10034,-149,1,0,0,0,Accountants,1.0
6248500,M,Y,Y,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15772,-1855,1,0,0,1,Sales staff,3.0
6248501,M,Y,Y,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15772,-1855,1,0,0,1,Sales staff,3.0
6248502,M,Y,Y,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15772,-1855,1,0,0,1,Sales staff,3.0
6248503,M,Y,Y,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15772,-1855,1,0,0,1,Sales staff,3.0
6248504,M,Y,Y,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15772,-1855,1,0,0,1,Sales staff,3.0
6248519,F,Y,Y,2,162000.0,Working,Secondary / secondary special,Married,House / apartment,-14014,-1490,1,0,0,1,Sales staff,4.0
6248520,M,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23345,365243,1,0,0,0,,2.0
6248534,F,N,Y,2,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-10120,-759,1,0,0,0,Laborers,3.0
6248535,F,N,Y,0,261000.0,Working,Higher education,Single / not married,House / apartment,-10086,-1429,1,0,0,0,High skill tech staff,1.0
6248536,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248537,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248538,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248541,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248542,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248543,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248544,M,N,Y,2,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-13422,-3924,1,0,0,0,Laborers,3.0
6248555,M,Y,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12124,-3255,1,0,0,1,Drivers,5.0
6248559,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22710,365243,1,0,0,0,,2.0
6248560,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17291,-2524,1,0,1,0,Laborers,2.0
6248562,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17291,-2524,1,0,1,0,Laborers,2.0
6248563,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248564,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248565,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248566,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248567,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248568,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248569,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248570,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248571,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248572,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19697,365243,1,0,0,0,,1.0
6248582,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16883,-4228,1,1,0,0,Laborers,2.0
6248583,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16883,-4228,1,1,0,0,Laborers,2.0
6248584,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16883,-4228,1,1,0,0,Laborers,2.0
6248585,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248586,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248587,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248588,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248589,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248590,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248591,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248592,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248593,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248594,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248595,F,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10056,-1002,1,0,1,1,Managers,2.0
6248596,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248597,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248598,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248599,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248600,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248601,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248602,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248603,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248604,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248605,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22211,-4563,1,0,0,0,Laborers,2.0
6248624,F,N,Y,0,31950.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23667,365243,1,0,0,0,,2.0
6248625,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Married,With parents,-19295,365243,1,0,0,0,,2.0
6248626,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Married,With parents,-19295,365243,1,0,0,0,,2.0
6248648,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12393,-2432,1,0,1,0,,4.0
6248649,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12393,-2432,1,0,1,0,,4.0
6248698,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14300,-2036,1,0,0,0,Cooking staff,2.0
6248699,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14300,-2036,1,0,0,0,Cooking staff,2.0
6248700,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14300,-2036,1,0,0,0,Cooking staff,2.0
6248701,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10627,-940,1,0,0,1,,4.0
6248702,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10627,-940,1,0,0,1,,4.0
6248703,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10627,-940,1,0,0,1,,4.0
6248704,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10627,-940,1,0,0,1,,4.0
6248705,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10627,-940,1,0,0,1,,4.0
6248706,M,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22056,365243,1,0,0,0,,2.0
6248714,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248715,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248716,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248717,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248718,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248719,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248721,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18849,365243,1,0,0,0,,2.0
6248729,F,N,Y,1,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10288,-1702,1,0,0,0,,3.0
6248730,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248731,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248733,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248734,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248735,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248736,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248737,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248738,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
6248739,M,Y,Y,1,166500.0,Working,Higher education,Separated,House / apartment,-10469,-3771,1,1,0,0,High skill tech staff,2.0
